,date_collected,itemid,shopid,category,name,pack_size,price_before_discount,price_min,price_max,raw_discount,discount,brand,like_count,comment_count,views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,low_price_guarantee,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_image_variation,product_text_variation
2746,07102023-2150,12537493767,238345847,100629,Gallo Family Vineyards Cabernet Sauvignon 750ml,750ML X 1,0,42800000,42800000,0,,,6,3,,3,0,0,0,0,3,5.0,12,22,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['00b4a334adbed27addacc65aa57a8110', '69de6bbf418d599a1ff69a0ca9641088', 'a9cd344486d87dd50465efa5f1703e0a']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2747,07102023-2150,12526184521,238345847,100631,Doggo Denim Strong Harness (Large Size),1Piece X 1,0,47900000,47900000,0,,,4,1,,1,0,0,0,0,1,5.0,10,2,1,False,"Cabuyao, Laguna",False,False,False,False,False,False,False,"['ae7547d549f0ad1d5c7f7cbed23672d5', 'cebfd87722d86f1d96e46e22d31b5909', '59511b787a1f5a78390bc70c6d70bfc2', '2bf95b09f2f2465b2b5de1ef70c019f2', '40c69925716d38320a7644d446e0d5c7', '348b0e4e1e1f5f4c758f8d23a8defbdc', '6275b01943d53a1cccc4aa5fee82d9ce', '316d2ebbfd67ed92d757fb190c57b07c']","[{'name': 'Color', 'options': ['Black', 'Blue', 'Pink', 'Red'], 'images': ['0a83d10591d107d83a054962c1ac1155', 'cc849d315a538ef3e23d79fb31f42b04', 'ccae7490b7340dbb1a508ae40a43a16a', '59511b787a1f5a78390bc70c6d70bfc2'], 'properties': [], 'type': 0}]"
2748,07102023-2150,12524253450,238345847,100629,Emperador Club Mix Lime Juice,350ML X 1,0,4500000,4500000,0,,,31,56,,56,0,0,0,0,56,5.0,85,387,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['b7b78fee3ff2249f456900c0047fc1a2', '43b0d696b3f25d220ebee1df5bda5d8d', '93ad95c66cce4741021f61d408ec5b18']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2749,07102023-2150,12437514139,238345847,100629,Dark Horse Cabernet Sauvignon 750ml,750ML X 1,0,61000000,61000000,0,,,8,6,,6,0,0,0,0,6,5.0,3,21,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['ed10f0be88b7b4228c94178b605bfa55', 'e7d0932c6b970437c87f3d11f5f4e5c2', '84977d456aa7dbcb1a64187561d54f6c', 'f978b081b5dc85babe1e1605935c2bee']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2750,07102023-2150,12381305687,238345847,100636,Lysol Multi Action Cleaner Lemon 450ml Twin Pack,450ML X 1,0,21600000,21600000,0,,,2,2,,2,0,0,0,0,2,5.0,18,6,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['7ce82a28aed47ce2c0e4c3ce68b7838e', '204b48a0a4a02e7bddee4099fb174309', '69798eba3d492537cd7ae34a55a3ba50', '169ebea22136951d256ff57917fd6b25', '54c9426d217b874da06a23c8bc585d78', '4b17a06f649db45a50fc5c526529cd30']","[{'name': 'Variations', 'options': ['x2'], 'images': None, 'properties': [], 'type': 0}]"
2751,07102023-2150,12329211092,238345847,100630,Kleenfant Menthol Fresh Icy Cool Cleansing Wipes 95 Sheets Pack of 5,95Piece X 1,0,59500000,59500000,0,,,0,1,,1,0,0,0,0,1,5.0,2,2,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['c27656f106790071603c9787f7f3534a', 'dca683470c9eb3a7acfb0e7ca4e0c98d', 'e94f19e31ccd69306754930b35189b0e', 'fa9a838f20bb357db8d852c9d53c83b5', 'f329a0e9cf97bbd50bd19a5e497c1730', 'f9b7db71dcd04fd6b5d435ce1480db41', '6c4eb7e062efc7d4d3c077abecc6ae28', '322f4d6460b505b563286c557a5c12ed']","[{'name': 'Variations', 'options': ['Pack of 5'], 'images': None, 'properties': [], 'type': 0}]"
2752,07102023-2150,12311656086,238345847,100001,Puritan's Pride Lycopene 10mg,,0,105900000,105900000,0,,,1,1,,1,0,0,0,0,1,5.0,2,1,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['b3c2a6719357b629a38e946c71ae4fed', '8c72f267c13d1c28f7b1566140d94642', '48e778a668aeec04db67eb259dab76e3', 'fc81d1a1db8bb32cf54f5643af66f2b4', '4036fd9293e12f8d2dd6e667ba7927b8', '0a24643a4d4ba7d2750aae37da832a81', '4e4b967bcfa4ddbcf63e6ab714152c56', '948837adfbc81958cbc962feddf94063']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
2753,07102023-2150,12275178356,238345847,100630,Organic Skin Japan Antiacne Whitening Facial Scrub with Tea Tree Extract 50g,50G/GR X 1,30000000,19900000,19900000,34,34%,,6,6,,6,0,0,0,0,6,5.0,38,12,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['9b1472181721a9c2807ebf9c2a2d2ffa', '62cacdf601cbfd4f8daf52d96a0a1ac0', '20d1852d6b48ba8022cd3c92b14fc876', 'ff8707b6f910c90ca7a5f5e3b19cc356', '20e5cae84880b7e4195acdfb39403479', '79938fc4a812d32c13b5dbb3c905e23e']","[{'name': 'Size', 'options': ['50g'], 'images': None, 'properties': [], 'type': 0}]"
2754,07102023-2150,12242434306,238345847,100629,GOOD DAY Korean Blueberry Soju 360ml,360ML X 1,0,11000000,11000000,0,,,36,30,,30,0,0,0,0,30,5.0,10,102,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['399fc014eb74e062205fc73710822cd3', '236c6552c49810a038c63b4ebe4aa8b9', '1de3845ea1f1b127d49c6936926dab07']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2755,07102023-2150,12238360731,238345847,100629,Mirassou Merlot 750mL,750ML X 1,0,52700000,52700000,0,,,6,2,,2,0,0,0,0,2,5.0,7,4,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['eeb5873101f45989fdd986e2cd60f8ce', '03b38fa66cec2f622c67fecae45a3c31', 'ca89d925c2a1f506c0081893c6018f2d']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
