,date,category,category_names,brand,pack_size,pack_type,itemid,name,price_median,raw_discount,price_before_discount,units_sold,stock,status,item_page,low_price_guarantee,on_flash_sale,can_use_bundle_deal,can_use_cod,can_use_wholesale,show_free_shipping,like_count,comment_count,views,no_rating,star_1,star_2,star_3,star_4,star_5,rating,month,day,units_sold_diff
14,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,11,8,12,4578,20,1,1,True,False,False,False,False,False,224,860,,819,23,9,2,7,860,4.91,January,23,
46,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,10,9,11,2394,64,1,2,False,False,False,False,False,False,104,421,,399,8,8,1,5,421,4.89,January,23,
48,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,90,9,99,4662,9,1,2,True,False,False,False,False,False,501,1875,,1799,35,17,7,17,1875,4.92,January,23,
61,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,196,10,217,4063,29,1,3,False,False,False,False,False,False,610,1805,,1729,32,22,5,17,1805,4.91,January,23,
138,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3644,47,1,7,True,False,False,False,False,False,154,637,,611,10,8,2,6,637,4.92,January,23,
152,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,90,9,99,3616,24,1,10,True,False,False,False,False,False,556,1531,,1483,21,14,4,10,1532,4.93,January,23,
164,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),108,10,120,1784,23,1,11,True,False,False,False,False,False,205,804,,776,14,4,2,8,804,4.93,January,23,
165,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,63,10,70,977,44,1,11,False,False,False,False,False,False,150,424,,410,10,2,0,2,424,4.95,January,23,
170,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,95,10,105,1829,16,1,12,True,False,False,False,False,False,263,753,,722,18,8,0,5,753,4.93,January,23,
172,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6752,67,1,12,True,False,False,False,False,False,817,2482,,2377,43,19,11,32,2482,4.91,January,23,
179,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3180,677,1,14,True,False,False,False,False,False,181,473,,454,7,7,0,5,473,4.91,January,23,
209,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,108,10,120,1120,16,1,17,False,False,False,False,False,False,181,505,,487,9,4,2,3,505,4.93,January,23,
224,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,95,10,105,1298,38,1,20,True,False,False,False,False,False,159,565,,543,12,4,2,4,565,4.93,January,23,
228,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),141,10,156,780,14,1,20,False,False,False,False,False,False,118,350,,341,4,2,1,2,350,4.95,January,23,
257,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,9,65,2208,3,1,23,False,False,False,False,False,False,242,925,,877,28,7,3,10,925,4.91,January,23,
272,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,108,10,120,964,1,1,25,False,False,False,False,False,False,80,378,,365,4,5,2,2,378,4.93,January,23,
276,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,217,0,,863,3,1,26,False,False,False,False,False,False,152,402,,382,6,5,4,5,402,4.89,January,23,
385,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),180,10,200,388,14,1,36,False,False,False,False,False,False,83,162,,160,1,1,0,0,162,4.98,January,23,
640,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,210,15,247,542,47,1,60,False,False,False,False,False,False,146,246,,231,5,6,1,4,247,4.87,January,23,
660,2023-01-23 13:21:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,141,10,156,439,6,1,61,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,23,
1237,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,11,8,12,4603,9,1,1,True,False,False,False,False,False,224,864,,822,24,9,2,7,864,4.91,January,24,25.0
1269,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,10,9,11,2414,57,1,2,False,False,False,False,False,False,104,423,,401,8,8,1,5,423,4.89,January,24,20.0
1271,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,90,9,99,4666,3,1,2,True,False,False,False,False,False,501,1877,,1801,35,17,7,17,1877,4.92,January,24,4.0
1284,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,196,10,217,4068,19,1,3,False,False,False,False,False,False,613,1807,,1731,32,22,5,17,1807,4.91,January,24,5.0
1360,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3660,44,1,7,True,False,False,False,False,False,154,637,,611,10,8,2,6,637,4.92,January,24,16.0
1374,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,90,9,99,3621,12,1,10,True,False,False,False,False,False,556,1531,,1483,21,14,4,10,1532,4.93,January,24,5.0
1387,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),108,10,120,1788,18,1,11,True,False,False,False,False,False,205,805,,777,14,4,2,8,805,4.93,January,24,4.0
1388,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,63,10,70,978,44,1,11,False,False,False,False,False,False,150,424,,410,10,2,0,2,424,4.95,January,24,1.0
1393,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,95,10,105,1830,17,1,12,True,False,False,False,False,False,263,753,,722,18,8,0,5,753,4.93,January,24,1.0
1395,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6755,64,1,12,True,False,False,False,False,False,817,2483,,2378,43,19,11,32,2483,4.91,January,24,3.0
1402,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,10,9,11,3194,664,1,13,True,False,False,False,False,False,181,475,,456,7,7,0,5,475,4.91,January,24,14.0
1432,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,108,10,120,1123,14,1,17,False,False,False,False,False,False,181,505,,487,9,4,2,3,505,4.93,January,24,3.0
1447,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,95,10,105,1298,38,1,19,True,False,False,False,False,False,159,565,,543,12,4,2,4,565,4.93,January,24,0.0
1452,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),141,10,156,781,10,1,20,False,False,False,False,False,False,118,350,,341,4,2,1,2,350,4.95,January,24,1.0
1480,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,9,65,2209,1,1,23,False,False,False,False,False,False,242,926,,878,28,7,3,10,926,4.91,January,24,1.0
1496,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,217,0,,863,3,1,25,False,False,False,False,False,False,152,402,,382,6,5,4,5,402,4.89,January,24,0.0
1603,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),180,10,200,388,13,1,35,False,False,False,False,False,False,83,162,,160,1,1,0,0,162,4.98,January,24,0.0
1860,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,210,15,247,545,47,1,59,False,False,False,False,False,False,146,247,,232,5,6,1,4,248,4.87,January,24,3.0
1879,2023-01-24 13:08:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,141,10,156,439,5,1,60,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,24,0.0
2488,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2429,37,1,2,False,False,False,False,False,False,104,424,,402,8,8,1,5,424,4.89,January,25,15.0
2490,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4682,5,1,2,True,False,False,False,False,False,501,1880,,1804,35,17,7,17,1880,4.92,January,25,16.0
2504,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4080,5,1,3,False,False,False,False,False,False,615,1808,,1732,32,22,5,17,1808,4.91,January,25,12.0
2578,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3665,23,1,7,True,False,False,False,False,False,155,638,,612,10,8,2,6,638,4.92,January,25,5.0
2604,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1795,15,1,11,True,False,False,False,False,False,205,807,,778,14,4,3,8,807,4.92,January,25,7.0
2605,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,978,41,1,11,False,False,False,False,False,False,150,424,,410,10,2,0,2,424,4.95,January,25,0.0
2610,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1831,16,1,12,True,False,False,False,False,False,263,753,,722,18,8,0,5,753,4.93,January,25,1.0
2612,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6774,54,1,12,True,False,False,False,False,False,817,2485,,2380,43,19,11,32,2485,4.91,January,25,19.0
2620,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3207,1196,1,13,True,False,False,False,False,False,181,476,,457,7,7,0,5,476,4.91,January,25,13.0
2649,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1127,12,1,17,False,False,False,False,False,False,181,507,,488,10,4,2,3,507,4.93,January,25,4.0
2664,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1300,37,1,20,True,False,False,False,False,False,159,566,,544,12,4,2,4,566,4.93,January,25,2.0
2668,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,782,8,1,20,False,False,False,False,False,False,118,350,,341,4,2,1,2,350,4.95,January,25,1.0
2712,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,217,0,,863,3,1,25,False,False,False,False,False,False,152,402,,382,6,5,4,5,402,4.89,January,25,0.0
2819,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,389,9,1,36,False,False,False,False,False,False,83,162,,160,1,1,0,0,162,4.98,January,25,1.0
3073,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,549,37,1,60,False,False,False,False,False,False,150,248,,233,5,6,1,4,249,4.87,January,25,4.0
3091,2023-01-25 21:48:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,439,5,1,61,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,25,0.0
3687,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2430,28,1,2,False,False,False,False,False,False,104,424,,402,8,8,1,5,424,4.89,January,26,1.0
3689,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4685,1,1,2,True,False,False,False,False,False,501,1882,,1806,35,17,7,17,1882,4.92,January,26,3.0
3775,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3667,6,1,7,True,False,False,False,False,False,156,640,,614,10,8,2,6,640,4.92,January,26,2.0
3802,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1796,14,1,11,True,False,False,False,False,False,205,807,,778,14,4,3,8,807,4.92,January,26,1.0
3803,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,978,40,1,11,False,False,False,False,False,False,150,424,,410,10,2,0,2,424,4.95,January,26,0.0
3808,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1832,14,1,12,True,False,False,False,False,False,264,754,,723,18,8,0,5,754,4.93,January,26,1.0
3810,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6776,49,1,12,True,False,False,False,False,False,817,2485,,2380,43,19,11,32,2485,4.91,January,26,2.0
3818,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3210,1185,1,13,True,False,False,False,False,False,181,476,,457,7,7,0,5,476,4.91,January,26,3.0
3847,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1128,12,1,17,False,False,False,False,False,False,181,507,,488,10,4,2,3,507,4.93,January,26,1.0
3861,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1300,33,1,20,True,False,False,False,False,False,159,566,,544,12,4,2,4,566,4.93,January,26,0.0
3865,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,782,8,1,20,False,False,False,False,False,False,118,350,,341,4,2,1,2,350,4.95,January,26,0.0
3907,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,217,0,,864,2,1,25,False,False,False,False,False,False,152,402,,382,6,5,4,5,402,4.89,January,26,1.0
4016,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,389,7,1,36,False,False,False,False,False,False,83,162,,160,1,1,0,0,162,4.98,January,26,0.0
4272,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,550,37,1,60,False,False,False,False,False,False,151,249,,234,5,6,1,4,250,4.87,January,26,1.0
4290,2023-01-26 13:27:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,439,5,1,61,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,26,0.0
4856,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,12,0,,4653,1,1,1,True,False,False,False,False,False,223,869,,827,24,9,2,7,869,4.91,January,27,50.0
4886,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2450,20,1,2,False,False,False,False,False,False,104,426,,403,9,8,1,5,426,4.89,January,27,20.0
4973,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3687,8,1,7,True,False,False,False,False,False,156,640,,614,10,8,2,6,640,4.92,January,27,20.0
4997,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,978,16,1,11,False,False,False,False,False,False,151,424,,410,10,2,0,2,424,4.95,January,27,0.0
5003,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6778,50,1,12,True,False,False,False,False,False,818,2486,,2381,43,19,11,32,2486,4.91,January,27,2.0
5011,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3229,1183,1,13,True,False,False,False,False,False,181,478,,458,8,7,0,5,478,4.91,January,27,19.0
5041,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1132,12,1,17,False,False,False,False,False,False,182,508,,489,10,4,2,3,508,4.93,January,27,4.0
5056,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1302,21,1,20,True,False,False,False,False,False,159,567,,545,12,4,2,4,567,4.93,January,27,2.0
5060,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,788,7,1,20,False,False,False,False,False,False,118,353,,342,6,2,1,2,353,4.94,January,27,6.0
5103,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,217,0,,864,1,1,25,False,False,False,False,False,False,152,402,,382,6,5,4,5,402,4.89,January,27,0.0
5217,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,389,6,1,36,False,False,False,False,False,False,84,162,,160,1,1,0,0,162,4.98,January,27,0.0
5477,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,560,15,1,61,False,False,False,False,False,False,151,252,,237,5,6,1,4,253,4.87,January,27,10.0
5496,2023-01-27 14:30:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,439,5,1,62,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,27,0.0
6096,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2470,13,1,2,False,False,False,False,False,False,105,429,,406,9,8,1,5,429,4.89,January,28,20.0
6180,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3694,5,1,7,True,False,False,False,False,False,156,642,,616,10,8,2,6,642,4.92,January,28,7.0
6204,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,980,14,1,11,False,False,False,False,False,False,152,426,,412,10,2,0,2,426,4.95,January,28,2.0
6210,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6789,42,1,12,True,False,False,False,False,False,818,2488,,2383,43,19,11,32,2488,4.91,January,28,11.0
6218,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3244,1182,1,13,True,False,False,False,False,False,181,480,,460,8,7,0,5,480,4.91,January,28,15.0
6248,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1135,11,1,17,False,False,False,False,False,False,182,509,,490,10,4,2,3,509,4.93,January,28,3.0
6263,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1303,21,1,19,True,False,False,False,False,False,159,567,,545,12,4,2,4,567,4.93,January,28,1.0
6267,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,789,7,1,20,False,False,False,False,False,False,118,354,,343,6,2,1,2,354,4.94,January,28,1.0
6422,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,392,5,1,36,False,False,False,False,False,False,84,163,,161,1,1,0,0,163,4.98,January,28,3.0
6683,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,561,13,1,60,False,False,False,False,False,False,151,253,,238,5,6,1,4,254,4.87,January,28,1.0
6701,2023-01-28 12:50:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,439,5,1,62,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,28,0.0
7279,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,12,0,,4690,2,1,1,True,False,False,False,False,False,222,872,,829,25,9,2,7,872,4.91,January,29,37.0
7389,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,11,0,,3703,1,1,7,True,False,False,False,False,False,156,644,,618,10,8,2,6,644,4.92,January,29,9.0
7413,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,70,0,,981,2,1,10,False,False,False,False,False,False,154,427,,413,10,2,0,2,427,4.95,January,29,1.0
7419,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6800,28,1,11,True,False,False,False,False,False,818,2493,,2388,43,19,11,32,2493,4.91,January,29,11.0
7427,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3249,1177,1,13,True,False,False,False,False,False,182,482,,460,10,7,0,5,482,4.91,January,29,5.0
7456,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1135,2,1,17,False,False,False,False,False,False,184,509,,490,10,4,2,3,509,4.93,January,29,0.0
7471,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1304,17,1,19,True,False,False,False,False,False,159,568,,546,12,4,2,4,568,4.93,January,29,1.0
7475,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,789,5,1,20,False,False,False,False,False,False,118,354,,343,6,2,1,2,354,4.94,January,29,0.0
7629,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,395,1,1,36,False,False,False,False,False,False,84,163,,161,1,1,0,0,163,4.98,January,29,3.0
7887,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,564,11,1,60,False,False,False,False,False,False,151,254,,239,5,6,1,4,255,4.87,January,29,3.0
7905,2023-01-29 20:33:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,439,5,1,61,False,False,False,False,False,False,74,196,,189,3,3,0,1,196,4.93,January,29,0.0
8503,2023-01-30 13:36:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,11,0,,2488,63,1,2,False,False,False,False,False,False,107,433,,406,12,9,1,5,433,4.88,January,30,18.0
