,date,category,category_names,brand,pack_size,pack_type,itemid,name,price_median,raw_discount,price_before_discount,units_sold,stock,status,item_page,low_price_guarantee,on_flash_sale,can_use_bundle_deal,can_use_cod,can_use_wholesale,show_free_shipping,like_count,comment_count,views,no_rating,star_1,star_2,star_3,star_4,star_5,rating,month,day,units_sold_diff
19543,2023-02-08 15:37:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,441,15,1,56,False,False,False,False,False,False,74,197,,190,3,3,0,1,197,4.93,February,8,0.0
20116,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,115,0,,9430,507,1,1,True,False,False,False,False,False,812,3772,,3626,69,27,13,37,3772,4.92,February,9,0.0
20141,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,99,0,,4757,301,1,2,True,False,False,False,False,False,502,1907,,1826,39,17,8,17,1907,4.92,February,9,1.0
20152,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,217,0,,4156,87,1,3,False,False,False,False,False,False,619,1837,,1757,33,23,6,18,1837,4.91,February,9,0.0
20226,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,99,0,,3691,188,1,9,True,False,False,False,False,False,564,1557,,1506,24,14,4,10,1558,4.93,February,9,1.0
20238,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),120,0,,1823,56,1,10,True,False,False,False,False,False,207,817,,787,15,4,3,8,817,4.92,February,9,1.0
20242,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,105,0,,1867,43,1,11,True,False,False,False,False,False,265,767,,735,18,8,0,6,767,4.92,February,9,1.0
20243,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,77,0,,6882,1,1,11,True,False,False,False,False,False,820,2523,,2410,45,21,12,35,2523,4.9,February,9,47.0
20250,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,11,0,,3390,1548,1,12,True,False,False,False,False,False,184,498,,472,10,9,1,6,498,4.89,February,9,6.0
20274,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,120,0,,1153,51,1,16,False,False,False,False,False,False,189,521,,502,10,4,2,3,521,4.93,February,9,1.0
20284,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,105,0,,1328,2,1,18,True,False,False,False,False,False,159,576,,552,12,6,2,4,576,4.92,February,9,4.0
20289,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),156,0,,799,34,1,19,False,False,False,False,False,False,118,360,,349,6,2,1,2,360,4.94,February,9,0.0
20313,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,65,0,,2234,118,1,21,False,False,False,False,False,False,242,936,,885,30,8,3,10,936,4.9,February,9,0.0
20329,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,120,0,,969,48,1,23,False,False,False,False,False,False,80,379,,366,4,5,2,2,379,4.93,February,9,0.0
20427,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),200,0,,405,8,1,32,False,False,False,False,False,False,84,172,,169,1,2,0,0,172,4.97,February,9,0.0
20663,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,247,0,,589,29,1,55,False,False,False,False,False,False,157,265,,250,5,6,1,4,266,4.88,February,9,3.0
20679,2023-02-09 14:12:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,156,0,,441,15,1,56,False,False,False,False,False,False,74,197,,190,3,3,0,1,197,4.93,February,9,0.0
21282,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,132,11813,836,1,3,True,False,False,False,False,False,969,4613,,4397,114,39,17,46,4613,4.91,June,18,2383.0
21334,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,4744,258,1,6,False,False,False,False,False,False,689,2079,,1983,43,24,7,22,2079,4.91,June,18,588.0
21345,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,4673,324,1,7,False,False,False,False,False,False,646,1871,,1796,37,22,5,12,1872,4.92,June,18,982.0
21346,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,5782,410,1,7,True,False,False,False,False,False,584,2281,,2165,59,28,10,19,2281,4.91,June,18,1025.0
21381,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,2889,228,1,10,False,False,False,False,False,False,274,1159,,1094,37,11,4,13,1159,4.9,June,18,655.0
21424,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,272,0,272,815,20,1,13,False,False,False,False,False,False,180,311,,293,8,6,1,4,312,4.88,June,18,226.0
21518,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,14,4192,547,1,19,True,False,False,False,False,False,199,574,,538,14,10,2,10,574,4.86,June,18,802.0
21610,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,134,0,134,1392,184,1,27,False,False,False,False,False,False,99,516,,493,8,8,3,4,516,4.91,June,18,423.0
21638,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,239,0,239,1070,21,1,29,False,False,False,False,False,False,161,466,,441,8,7,4,6,466,4.88,June,18,206.0
21668,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,133,0,133,1538,87,1,34,False,False,False,False,False,False,186,651,,619,17,7,2,6,651,4.91,June,18,210.0
21744,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,156,0,156,1369,63,1,42,False,False,False,False,False,False,212,605,,582,12,5,2,4,605,4.93,June,18,216.0
21764,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,156,2062,6,1,44,True,False,False,False,False,False,236,907,,867,20,6,3,11,907,4.91,June,18,239.0
21804,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,77,0,77,1199,57,1,47,False,False,False,False,False,False,163,515,,490,16,4,1,4,515,4.92,June,18,213.0
21871,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,133,0,133,2136,149,1,55,True,False,False,False,False,False,291,879,,839,21,12,1,6,879,4.92,June,18,269.0
21930,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,102,0,102,7015,49,1,61,False,False,False,False,False,False,833,2577,,2464,45,21,12,35,2577,4.9,June,18,133.0
21939,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,16,5033,280,1,61,True,False,False,False,False,False,227,929,,875,30,11,2,11,929,4.89,June,18,318.0
21958,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,14,2837,149,1,63,False,False,False,False,False,False,112,486,,454,14,10,1,7,486,4.87,June,18,244.0
21988,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,14,3835,116,1,66,True,False,False,False,False,False,155,661,,634,10,8,2,7,661,4.92,June,18,132.0
22124,2023-06-18 14:06:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,260,448,28,1,83,False,False,False,False,False,False,89,190,,185,2,2,0,1,190,4.95,June,18,43.0
22383,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,12089,1241,1,1,False,False,False,False,False,False,984,4707,,4483,120,41,17,46,4707,4.91,June,27,276.0
22454,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,243,4812,352,1,7,False,False,False,False,False,False,697,2092,,1996,43,24,7,22,2092,4.91,June,27,68.0
22494,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,119,4766,518,1,9,False,False,False,False,False,False,652,1899,,1822,38,23,5,12,1900,4.92,June,27,93.0
22499,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,5913,318,1,10,False,False,False,False,False,False,588,2322,,2201,61,29,11,20,2322,4.9,June,27,131.0
22601,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,134,0,134,1440,177,1,17,False,False,False,False,False,False,102,529,,505,9,8,3,4,529,4.91,June,27,48.0
22609,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,14,4256,511,1,18,True,False,False,False,False,False,202,574,,538,14,10,2,10,574,4.86,June,27,64.0
22648,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,74,2992,426,1,21,False,False,False,False,False,False,276,1185,,1117,40,11,4,13,1185,4.9,June,27,103.0
22689,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,272,0,272,840,213,1,25,False,False,False,False,False,False,182,315,,297,8,6,1,4,316,4.89,June,27,25.0
22742,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,133,0,133,2147,134,1,30,True,False,False,False,False,False,293,882,,842,21,12,1,6,882,4.92,June,27,11.0
22743,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,77,0,77,1216,38,1,30,False,False,False,False,False,False,166,522,,497,16,4,1,4,522,4.92,June,27,17.0
22750,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,133,0,133,1568,122,1,32,False,False,False,False,False,False,187,658,,625,18,7,2,6,658,4.91,June,27,30.0
22791,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,102,0,102,7046,3,1,37,False,False,False,False,False,False,844,2582,,2468,46,21,12,35,2582,4.9,June,27,31.0
22808,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,16,5067,247,1,38,True,False,False,False,False,False,230,931,,877,30,11,2,11,931,4.89,June,27,34.0
22904,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,156,0,156,1379,64,1,47,False,False,False,False,False,False,214,609,,586,12,5,2,4,609,4.93,June,27,10.0
22975,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,14,3891,80,1,53,True,False,False,False,False,False,157,667,,640,10,8,2,7,667,4.92,June,27,56.0
22979,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,156,2084,118,1,54,True,False,False,False,False,False,234,916,,876,20,6,3,11,916,4.91,June,27,22.0
22987,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,239,0,239,1102,160,1,54,False,False,False,False,False,False,162,475,,450,8,7,4,6,475,4.88,June,27,32.0
22994,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,14,2888,110,1,55,False,False,False,False,False,False,113,493,,461,14,10,1,7,493,4.87,June,27,51.0
23001,2023-06-27 19:56:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,260,453,20,1,55,False,False,False,False,False,False,90,192,,187,2,2,0,1,192,4.95,June,27,5.0
23510,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,106,20,132,12360,93,1,1,False,False,False,False,False,False,1008,4795,,4563,126,42,17,47,4795,4.91,July,8,271.0
23588,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,4877,245,1,6,False,False,False,False,False,False,707,2116,,2017,45,25,7,22,2116,4.9,July,8,65.0
23611,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,95,20,119,6029,62,1,8,False,False,False,False,False,False,600,2356,,2233,63,29,11,20,2356,4.91,July,8,116.0
23614,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,4868,378,1,8,False,False,False,False,False,False,662,1933,,1856,38,23,5,12,1934,4.92,July,8,102.0
23689,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,20,74,3089,49,1,14,False,False,False,False,False,False,282,1219,,1148,42,11,4,14,1219,4.89,July,8,97.0
23702,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5163,141,1,15,True,False,False,False,False,False,236,942,,888,30,11,2,11,942,4.89,July,8,96.0
23753,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,239,0,,1134,77,1,18,False,False,False,False,False,False,162,484,,458,9,7,4,6,484,4.88,July,8,32.0
23782,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4314,457,1,21,True,False,False,False,False,False,208,588,,549,17,10,2,10,588,4.86,July,8,58.0
23785,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,2955,50,1,21,False,False,False,False,False,False,113,502,,469,15,10,1,7,502,4.87,July,8,67.0
23874,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,272,0,,867,156,1,28,False,False,False,False,False,False,187,325,,307,8,6,1,4,326,4.89,July,8,27.0
23901,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,156,0,,1400,45,1,31,False,False,False,False,False,False,218,616,,592,12,6,2,4,616,4.93,July,8,21.0
23905,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,107,20,133,2179,31,1,31,True,False,False,False,False,False,295,894,,854,21,12,1,6,894,4.92,July,8,32.0
23906,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,62,19,77,1236,21,1,31,False,False,False,False,False,False,170,528,,503,16,4,1,4,528,4.92,July,8,20.0
23913,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,134,0,,1483,104,1,32,False,False,False,False,False,False,105,543,,518,10,8,3,4,543,4.91,July,8,43.0
23977,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,102,0,,7077,2,1,39,False,False,False,False,False,False,845,2591,,2473,50,21,12,35,2591,4.9,July,8,31.0
24056,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2110,99,1,46,True,False,False,False,False,False,235,923,,882,20,7,3,11,923,4.91,July,8,26.0
24057,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,107,20,133,1593,25,1,46,False,False,False,False,False,False,191,668,,634,18,8,2,6,668,4.9,July,8,25.0
24301,2023-07-08 23:49:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,459,14,1,72,False,False,False,False,False,False,90,194,,187,2,4,0,1,194,4.93,July,8,6.0
24632,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,12412,838,1,1,False,False,False,False,False,False,1009,4808,,4575,127,42,17,47,4808,4.91,July,10,52.0
24701,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,4892,233,1,6,False,False,False,False,False,False,712,2119,,2019,46,25,7,22,2119,4.9,July,10,15.0
24721,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,4894,364,1,7,False,False,False,False,False,False,666,1942,,1865,38,23,5,12,1943,4.92,July,10,26.0
24732,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,6057,135,1,8,False,False,False,False,False,False,600,2363,,2238,65,29,11,20,2363,4.9,July,10,28.0
24796,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5180,122,1,13,True,False,False,False,False,False,236,943,,889,30,11,2,11,943,4.89,July,10,17.0
24798,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,134,0,,1497,98,1,13,False,False,False,False,False,False,105,547,,522,10,8,3,4,547,4.91,July,10,14.0
24847,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4324,451,1,16,True,False,False,False,False,False,208,588,,549,17,10,2,10,588,4.86,July,10,10.0
24857,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,3111,279,1,17,False,False,False,False,False,False,284,1227,,1155,43,11,4,14,1227,4.89,July,10,22.0
24863,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,272,0,,873,156,1,17,False,False,False,False,False,False,187,325,,307,8,6,1,4,326,4.89,July,10,6.0
24939,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,2965,47,1,23,False,False,False,False,False,False,113,504,,471,15,10,1,7,504,4.87,July,10,10.0
24951,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,239,0,,1150,79,1,24,False,False,False,False,False,False,162,485,,459,9,7,4,6,485,4.88,July,10,16.0
24994,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6447401802,Quaker Flavored Oatmeal Chocolate with Milk 500g,133,0,,1600,85,1,28,False,False,False,False,False,False,191,671,,637,18,8,2,6,671,4.9,July,10,7.0
25046,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,156,0,,1401,42,1,34,False,False,False,False,False,False,219,617,,593,12,6,2,4,617,4.93,July,10,1.0
25050,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,3947502230,Quaker Flavored Oatmeal Original with Milk 500g,133,0,,2183,102,1,34,True,False,False,False,False,False,295,895,,855,21,12,1,6,895,4.92,July,10,4.0
25051,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,77,0,,1237,13,1,34,False,False,False,False,False,False,170,528,,503,16,4,1,4,528,4.92,July,10,1.0
25173,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2110,96,1,47,True,False,False,False,False,False,236,923,,882,20,7,3,11,923,4.91,July,10,0.0
25503,2023-07-10 21:50:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,461,12,1,85,False,False,False,False,False,False,91,195,,188,2,4,0,1,195,4.93,July,10,2.0
25744,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,15014,3813,1,2,False,False,False,True,False,False,1299,5591,,5320,149,52,18,52,5591,4.91,August,31,2602.0
25765,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,6924,1418,1,4,True,False,False,True,False,False,705,2606,,2461,78,34,12,21,2606,4.9,August,31,867.0
25776,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5281,692,1,5,False,False,False,True,False,False,816,2248,,2139,50,28,8,23,2248,4.9,August,31,389.0
25791,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,3801,973,1,7,False,False,False,True,False,False,341,1380,,1297,51,14,4,14,1380,4.9,August,31,690.0
25859,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5623,663,1,13,True,False,False,True,False,False,263,996,,936,33,12,3,12,996,4.89,August,31,443.0
25861,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3317,712,1,14,False,False,False,True,False,False,135,557,,518,19,11,1,8,557,4.86,August,31,352.0
25865,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4612,101,1,14,True,False,False,True,False,False,226,628,,583,19,13,3,10,628,4.85,August,31,288.0
25878,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5423,1077,1,16,True,False,False,True,False,False,733,2080,,1991,47,24,5,14,2081,4.92,August,31,529.0
25915,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2269,59,1,20,True,False,False,True,False,False,278,990,,943,23,7,3,14,990,4.9,August,31,159.0
25939,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,1.2KG X 1,single-pack,5547409636,Quaker Rolled Oats 1.2kg Jar,218,20,272,995,39,1,23,False,False,False,True,False,False,228,357,,336,9,6,1,6,358,4.87,August,31,122.0
25997,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,6147410072,Quaker Quick Cooking Oatmeal 800g,107,20,134,1727,3,1,31,False,False,False,True,False,False,133,605,,575,13,10,3,4,605,4.91,August,31,230.0
26006,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,1Pack X 1,single-pack,5447411435,Quaker Cookies Variety Pack,102,0,,7214,11,1,32,False,False,False,True,False,False,876,2629,,2509,52,21,12,35,2629,4.9,August,31,137.0
26012,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,191,20,239,1247,31,1,34,False,False,False,True,False,False,187,506,,478,11,7,4,6,506,4.89,August,31,97.0
26035,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,4353757850,Quaker Flavored Oatmeal Chocolate 33g Pack of 12,156,0,,1489,14,1,36,False,False,False,True,False,False,244,647,,622,12,6,2,5,647,4.92,August,31,88.0
26167,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,5453761533,Quaker Flavored Oatmeal Chocolate with Milk Pack of 12 40g,204,0,,481,5,1,54,False,False,False,True,False,False,85,211,,203,4,3,0,1,211,4.93,August,31,40.0
26170,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,5247407431,Quaker Quick Cooking Oatmeal 400g,77,0,,1323,24,1,54,False,False,False,True,False,False,181,549,,524,16,4,1,4,549,4.92,August,31,86.0
